epoch,train_loss,train_acc,train_f1,test_loss,test_acc,test_f1
1,0.6997529878030957,0.49428548593350385,0.4577181436247122,0.6935309774582953,0.5001998081841432,0.4729184247463733
2,0.6967836252563749,0.4981218030690537,0.4862922976652209,0.6933894347199394,0.5007592710997443,0.4892532983936771
3,0.6963078485577917,0.5019581202046036,0.49255459514053246,0.6933242422540474,0.5060342071611253,0.4922812066353707
4,0.6964147504790664,0.5003996163682864,0.4924781745248202,0.6932580223321305,0.5067135549872123,0.4923146338015149
5,0.6959420776428165,0.5027973145780051,0.4948862089039718,0.6932148348035105,0.5061141304347826,0.4904959990198135
