epoch,train_loss,train_acc,train_f1,test_loss,test_acc,test_f1
1,0.7054977859072673,0.5009990409207161,0.4847904105000337,0.6971802906611996,0.49884111253196933,0.46921210440112093
2,0.7020592425028076,0.4977621483375959,0.48818551011902567,0.6956650665806382,0.49716272378516624,0.48011642144767136
3,0.6994680049626724,0.5057944373401535,0.4967561075865587,0.6949358253222903,0.49720268542199486,0.4882731925278844
4,0.6998618373175716,0.5005994245524297,0.493521531764654,0.6944794102245585,0.49868126598465473,0.4908894421582779
5,0.6981041918477744,0.5007992327365729,0.49319335523322977,0.6941751808766514,0.5018382352941176,0.49384691824514537
